"EG04_006 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG04_006.tcf]","Time (h)","H ds1.1 [EG04_006]","H ds1.2 [EG04_006]","H ds2.2 [EG04_006]","H ds3.2 [EG04_006]","H ds4.2 [EG04_006]","H ds5.2 [EG04_006]","H ds_weir.2 [EG04_006]","H FC01.01.1 [EG04_006]","H FC01.02.1 [EG04_006]","H FC01.03.1 [EG04_006]","H FC01.04.1 [EG04_006]","H FC01.05.1 [EG04_006]","H FC01.06.1 [EG04_006]","H FC01.07.1 [EG04_006]","H FC01.08.1 [EG04_006]","H FC01.09.1 [EG04_006]","H FC01.12.1 [EG04_006]","H FC01.12.2 [EG04_006]","H FC01.13.1 [EG04_006]","H FC01.14.1 [EG04_006]","H FC01.15.1 [EG04_006]","H FC01.16.1 [EG04_006]","H FC01.17.1 [EG04_006]","H FC01.18.1 [EG04_006]","H FC01.19.1 [EG04_006]","H FC01.1_R.1 [EG04_006]","H FC01.1_R.2 [EG04_006]","H FC01.20.1 [EG04_006]","H FC01.21.1 [EG04_006]","H FC01.22.1 [EG04_006]","H FC01.23.1 [EG04_006]","H FC01.24.1 [EG04_006]","H FC01.25.1 [EG04_006]","H FC01.26.1 [EG04_006]","H FC01.27.1 [EG04_006]","H FC01.28A.1 [EG04_006]","H FC01.28B.1 [EG04_006]","H FC01.29.1 [EG04_006]","H FC01.30.1 [EG04_006]","H FC01.31.1 [EG04_006]","H FC01.32.1 [EG04_006]","H FC01.33.1 [EG04_006]","H FC01.36.1 [EG04_006]","H FC01.37.1 [EG04_006]","H FC01.38.1 [EG04_006]","H FC01.39.1 [EG04_006]","H FC01.40.1 [EG04_006]","H FC02.01.1 [EG04_006]","H FC02.02.1 [EG04_006]","H FC02.03.1 [EG04_006]","H FC02.04.1 [EG04_006]","H FC02.05.1 [EG04_006]","H FC02.06.1 [EG04_006]"
      76,          1.250000,     38.9725,     38.8823,     38.4156,     37.3242,     35.8423,     34.2430,     33.2644,     39.0977,     39.1329,     39.1975,     39.6054,     39.9519,     40.1449,     40.1796,     40.2815,     40.5803,     42.5596,     42.5554,     42.5690,     42.5867,     42.6193,     42.6685,     42.7215,     42.7334,     42.7444,     49.8027,     47.0242,     42.8141,     42.8353,     42.8515,     42.8965,     42.9703,     43.2436,     43.6524,     44.0382,     44.7784,     45.0919,     45.4600,     46.0362,     46.4414,     46.6543,     46.7072,     49.8163,     49.8526,     49.9456,     50.3417,     51.6402,     42.8982,     42.9034,     42.9091,     43.4241,     43.4268,     44.3289
      77,          1.266667,     38.9752,     38.8853,     38.4196,     37.3266,     35.8458,     34.2474,     33.2690,     39.0998,     39.1350,     39.1993,     39.6070,     39.9533,     40.1464,     40.1811,     40.2829,     40.5816,     42.5723,     42.5681,     42.5813,     42.5983,     42.6292,     42.6758,     42.7269,     42.7384,     42.7490,     49.7909,     47.0102,     42.8167,     42.8376,     42.8536,     42.8978,     42.9707,     43.2420,     43.6488,     44.0324,     44.7713,     45.0857,     45.4541,     46.0243,     46.4288,     46.6405,     46.6931,     49.8042,     49.8397,     49.9305,     50.3141,     51.5901,     42.8993,     42.9045,     42.9101,     43.4156,     43.4181,     44.3210
      78,          1.283333,     38.9775,     38.8878,     38.4231,     37.3290,     35.8487,     34.2514,     33.2737,     39.1016,     39.1367,     39.2009,     39.6083,     39.9545,     40.1476,     40.1823,     40.2841,     40.5826,     42.5826,     42.5785,     42.5913,     42.6075,     42.6370,     42.6816,     42.7308,     42.7420,     42.7523,     49.7775,     46.9891,     42.8183,     42.8387,     42.8544,     42.8980,     42.9705,     43.2397,     43.6448,     44.0265,     44.7641,     45.0794,     45.4480,     46.0117,     46.4148,     46.6243,     46.6759,     49.7906,     49.8251,     49.9131,     50.2825,     51.5362,     42.8995,     42.9042,     42.9093,     43.4059,     43.4084,     44.3127
      79,          1.300000,     38.9795,     38.8900,     38.4261,     37.3308,     35.8516,     34.2548,     33.2783,     39.1033,     39.1383,     39.2024,     39.6095,     39.9557,     40.1487,     40.1833,     40.2852,     40.5834,     42.5906,     42.5865,     42.5992,     42.6148,     42.6431,     42.6859,     42.7334,     42.7443,     42.7543,     49.7623,     46.9750,     42.8187,     42.8387,     42.8541,     42.8971,     42.9689,     43.2365,     43.6400,     44.0192,     44.7549,     45.0717,     45.4401,     45.9952,     46.3975,     46.6061,     46.6577,     49.7749,     49.8085,     49.8940,     50.2495,     51.4809,     42.8987,     42.9031,     42.9079,     43.3957,     43.3979,     44.3041
      80,          1.316667,     38.9813,     38.8920,     38.4288,     37.3325,     35.8539,     34.2579,     33.2830,     39.1046,     39.1396,     39.2036,     39.6103,     39.9564,     40.1494,     40.1841,     40.2859,     40.5841,     42.5964,     42.5923,     42.6048,     42.6199,     42.6471,     42.6882,     42.7342,     42.7447,     42.7545,     49.7456,     46.9566,     42.8175,     42.8371,     42.8523,     42.8948,     42.9661,     43.2323,     43.6344,     44.0115,     44.7460,     45.0638,     45.4327,     45.9802,     46.3811,     46.5881,     46.6391,     49.7579,     49.7907,     49.8735,     50.2153,     51.4242,     42.8962,     42.9004,     42.9050,     43.3849,     43.3871,     44.2954
      81,          1.333333,     38.9828,     38.8936,     38.4312,     37.3340,     35.8560,     34.2608,     33.2871,     39.1058,     39.1407,     39.2046,     39.6110,     39.9570,     40.1500,     40.1847,     40.2865,     40.5846,     42.5997,     42.5956,     42.6080,     42.6227,     42.6491,     42.6889,     42.7334,     42.7437,     42.7532,     49.7280,     46.9335,     42.8149,     42.8340,     42.8491,     42.8911,     42.9619,     43.2268,     43.6278,     44.0026,     44.7356,     45.0553,     45.4253,     45.9662,     46.3682,     46.5749,     46.6263,     49.7399,     49.7719,     49.8519,     50.1801,     51.3666,     42.8924,     42.8964,     42.9008,     43.3740,     43.3760,     44.2867
      82,          1.350000,     38.9840,     38.8949,     38.4331,     37.3352,     35.8578,     34.2632,     33.2892,     39.1067,     39.1416,     39.2054,     39.6116,     39.9576,     40.1505,     40.1852,     40.2870,     40.5848,     42.6007,     42.5966,     42.6089,     42.6234,     42.6491,     42.6878,     42.7312,     42.7412,     42.7505,     49.7092,     46.9159,     42.8111,     42.8300,     42.8449,     42.8865,     42.9571,     43.2212,     43.6210,     43.9931,     44.7234,     45.0490,     45.4191,     45.9515,     46.3483,     46.5512,     46.6007,     49.7208,     49.7522,     49.8298,     50.1452,     51.3111,     42.8878,     42.8915,     42.8956,     43.3631,     43.3650,     44.2782
      83,          1.366667,     38.9850,     38.8961,     38.4348,     37.3364,     35.8595,     34.2654,     33.2913,     39.1075,     39.1423,     39.2060,     39.6121,     39.9578,     40.1507,     40.1854,     40.2871,     40.5849,     42.5994,     42.5953,     42.6077,     42.6220,     42.6473,     42.6851,     42.7274,     42.7373,     42.7463,     49.6897,     46.8917,     42.8056,     42.8241,     42.8389,     42.8799,     42.9496,     43.2119,     43.6104,     43.9795,     44.7085,     45.0363,     45.4087,     45.9307,     46.3263,     46.5279,     46.5770,     49.7010,     49.7316,     49.8068,     50.1102,     51.2550,     42.8811,     42.8847,     42.8887,     43.3521,     43.3540,     44.2695
      84,          1.383333,     38.9857,     38.8969,     38.4360,     37.3372,     35.8607,     34.2671,     33.2934,     39.1081,     39.1429,     39.2065,     39.6123,     39.9579,     40.1508,     40.1855,     40.2872,     40.5848,     42.5960,     42.5918,     42.6042,     42.6183,     42.6431,     42.6799,     42.7212,     42.7307,     42.7395,     49.6692,     46.8675,     42.7979,     42.8161,     42.8308,     42.8716,     42.9411,     43.2029,     43.6009,     43.9679,     44.6958,     45.0257,     45.3992,     45.9117,     46.3047,     46.5038,     46.5524,     49.6803,     49.7103,     49.7830,     50.0741,     51.1975,     42.8728,     42.8763,     42.8800,     43.3411,     43.3429,     44.2608
      85,          1.400000,     38.9862,     38.8975,     38.4369,     37.3377,     35.8618,     34.2687,     33.2955,     39.1084,     39.1432,     39.2067,     39.6123,     39.9579,     40.1507,     40.1853,     40.2870,     40.5845,     42.5898,     42.5856,     42.5981,     42.6121,     42.6367,     42.6729,     42.7133,     42.7226,     42.7312,     49.6475,     46.8433,     42.7890,     42.8067,     42.8214,     42.8620,     42.9315,     43.1931,     43.5912,     43.9564,     44.6832,     45.0157,     45.3901,     45.8924,     46.2831,     46.4800,     46.5280,     49.6583,     49.6877,     49.7580,     50.0370,     51.1388,     42.8632,     42.8665,     42.8701,     43.3299,     43.3315,     44.2518
      86,          1.416667,     38.9865,     38.8978,     38.4375,     37.3383,     35.8626,     34.2699,     33.2976,     39.1086,     39.1433,     39.2068,     39.6122,     39.9576,     40.1503,     40.1849,     40.2865,     40.5839,     42.5810,     42.5767,     42.5893,     42.6035,     42.6280,     42.6639,     42.7037,     42.7128,     42.7212,     49.6243,     46.8200,     42.7784,     42.7960,     42.8108,     42.8512,     42.9206,     43.1826,     43.5811,     43.9451,     44.6711,     45.0058,     45.3813,     45.8742,     46.2631,     46.4582,     46.5060,     49.6349,     49.6638,     49.7318,     49.9992,     51.0785,     42.8523,     42.8554,     42.8588,     43.3186,     43.3201,     44.2427
      87,          1.433333,     38.9866,     38.8979,     38.4378,     37.3385,     35.8632,     34.2710,     33.2985,     39.1085,     39.1432,     39.2067,     39.6118,     39.9571,     40.1497,     40.1844,     40.2859,     40.5832,     42.5697,     42.5653,     42.5782,     42.5924,     42.6171,     42.6530,     42.6922,     42.7014,     42.7098,     49.5993,     46.7698,     42.7666,     42.7842,     42.7988,     42.8391,     42.9087,     43.1713,     43.5703,     43.9330,     44.6578,     44.9939,     45.3681,     45.8426,     46.2230,     46.4134,     46.4595,     49.6097,     49.6383,     49.7041,     49.9603,     51.0181,     42.8407,     42.8435,     42.8467,     43.3072,     43.3086,     44.2336
      88,          1.450000,     38.9864,     38.8978,     38.4378,     37.3385,     35.8638,     34.2717,     33.2991,     39.1083,     39.1430,     39.2064,     39.6113,     39.9566,     40.1491,     40.1836,     40.2851,     40.5822,     42.5559,     42.5515,     42.5646,     42.5792,     42.6040,     42.6398,     42.6786,     42.6875,     42.6957,     49.5723,     46.7231,     42.7521,     42.7699,     42.7845,     42.8247,     42.8937,     43.1554,     43.5534,     43.9141,     44.6375,     44.9771,     45.3529,     45.8110,     46.1849,     46.3716,     46.4173,     49.5825,     49.6106,     49.6748,     49.9207,     50.9569,     42.8260,     42.8291,     42.8323,     43.2959,     43.2972,     44.2245
      89,          1.466667,     38.9859,     38.8973,     38.4375,     37.3385,     35.8638,     34.2722,     33.2998,     39.1077,     39.1424,     39.2058,     39.6106,     39.9557,     40.1481,     40.1826,     40.2841,     40.5811,     42.5394,     42.5348,     42.5482,     42.5629,     42.5878,     42.6233,     42.6613,     42.6701,     42.6781,     49.5426,     46.6978,     42.7341,     42.7519,     42.7666,     42.8067,     42.8756,     43.1376,     43.5356,     43.8953,     44.6187,     44.9622,     45.3411,     45.7886,     46.1587,     46.3439,     46.3899,     49.5528,     49.5808,     49.6433,     49.8792,     50.8940,     42.8079,     42.8109,     42.8140,     43.2846,     43.2858,     44.2153
      90,          1.483333,     38.9853,     38.8967,     38.4368,     37.3381,     35.8638,     34.2726,     33.3004,     39.1072,     39.1419,     39.2052,     39.6097,     39.9546,     40.1469,     40.1814,     40.2827,     40.5796,     42.5191,     42.5144,     42.5282,     42.5434,     42.5687,     42.6044,     42.6421,     42.6508,     42.6587,     49.5092,     46.6763,     42.7151,     42.7324,     42.7472,     42.7875,     42.8568,     43.1206,     43.5202,     43.8802,     44.6046,     44.9511,     45.3326,     45.7722,     46.1380,     46.3217,     46.3678,     49.5196,     49.5475,     49.6088,     49.8356,     50.8292,     42.7884,     42.7912,     42.7943,     43.2729,     43.2740,     44.2057
      91,          1.500000,     38.9843,     38.8957,     38.4357,     37.3375,     35.8636,     34.2726,     33.3010,     39.1063,     39.1410,     39.2043,     39.6086,     39.9533,     40.1454,     40.1799,     40.2811,     40.5778,     42.4953,     42.4905,     42.5049,     42.5208,     42.5471,     42.5839,     42.6218,     42.6306,     42.6385,     49.4709,     46.6544,     42.6954,     42.7128,     42.7276,     42.7681,     42.8382,     43.1048,     43.5067,     43.8675,     44.5930,     44.9419,     45.3249,     45.7566,     46.1176,     46.2999,     46.3460,     49.4816,     49.5107,     49.5708,     49.7890,     50.7622,     42.7690,     42.7716,     42.7746,     43.2611,     43.2621,     44.1961
      92,          1.516667,     38.9832,     38.8945,     38.4344,     37.3370,     35.8630,     34.2726,     33.3000,     39.1052,     39.1398,     39.2032,     39.6072,     39.9517,     40.1437,     40.1781,     40.2792,     40.5758,     42.4688,     42.4638,     42.4794,     42.4959,     42.5234,     42.5614,     42.6001,     42.6089,     42.6169,     49.4252,     46.6380,     42.6745,     42.6923,     42.7072,     42.7482,     42.8190,     43.0892,     43.4938,     43.8556,     44.5824,     44.9334,     45.3183,     45.7435,     46.1005,     46.2817,     46.3281,     49.4364,     49.4668,     49.5275,     49.7399,     50.6984,     42.7489,     42.7515,     42.7542,     43.2496,     43.2506,     44.1870
      93,          1.533333,     38.9816,     38.8929,     38.4326,     37.3358,     35.8624,     34.2721,     33.2989,     39.1037,     39.1384,     39.2018,     39.6055,     39.9499,     40.1417,     40.1761,     40.2771,     40.5735,     42.4400,     42.4348,     42.4508,     42.4686,     42.4979,     42.5377,     42.5771,     42.5862,     42.5943,     49.3707,     46.6269,     42.6532,     42.6709,     42.6860,     42.7273,     42.7996,     43.0739,     43.4821,     43.8457,     44.5739,     44.9266,     45.3133,     45.7342,     46.0885,     46.2691,     46.3157,     49.3828,     49.4155,     49.4775,     49.6867,     50.6338,     42.7283,     42.7309,     42.7337,     43.2384,     43.2392,     44.1781
      94,          1.550000,     38.9799,     38.8911,     38.4304,     37.3347,     35.8612,     34.2716,     33.2979,     39.1022,     39.1368,     39.2002,     39.6037,     39.9479,     40.1395,     40.1739,     40.2747,     40.5711,     42.4088,     42.4035,     42.4206,     42.4397,     42.4709,     42.5129,     42.5537,     42.5629,     42.5711,     49.3068,     46.6175,     42.6310,     42.6493,     42.6648,     42.7070,     42.7805,     43.0599,     43.4722,     43.8379,     44.5679,     44.9219,     45.3097,     45.7273,     46.0794,     46.2593,     46.3060,     49.3202,     49.3552,     49.4192,     49.6265,     50.5666,     42.7079,     42.7103,     42.7128,     43.2272,     43.2281,     44.1688
      95,          1.566667,     38.9778,     38.8890,     38.4278,     37.3332,     35.8601,     34.2706,     33.2968,     39.1003,     39.1350,     39.1985,     39.6017,     39.9456,     40.1370,     40.1713,     40.2720,     40.5683,     42.3758,     42.3702,     42.3880,     42.4089,     42.4427,     42.4874,     42.5300,     42.5393,     42.5470,     49.2335,     46.6075,     42.6096,     42.6277,     42.6433,     42.6864,     42.7616,     43.0467,     43.4635,     43.8311,     44.5629,     44.9179,     45.3064,     45.7208,     46.0704,     46.2495,     46.2962,     49.2483,     49.2863,     49.3523,     49.5594,     50.4963,     42.6871,     42.6895,     42.6920,     43.2158,     43.2165,     44.1594
      96,          1.583333,     38.9754,     38.8865,     38.4249,     37.3315,     35.8585,     34.2695,     33.2955,     39.0982,     39.1329,     39.1965,     39.5995,     39.9431,     40.1343,     40.1686,     40.2692,     40.5655,     42.3408,     42.3350,     42.3541,     42.3769,     42.4137,     42.4616,     42.5056,     42.5152,     42.5239,     49.1499,     46.5963,     42.5879,     42.6062,     42.6220,     42.6658,     42.7429,     43.0335,     43.4549,     43.8245,     44.5580,     44.9139,     45.3029,     45.7136,     46.0607,     46.2387,     46.2853,     49.1667,     49.2086,     49.2770,     49.4850,     50.4250,     42.6667,     42.6687,     42.6710,     43.2044,     43.2051,     44.1501
      97,          1.600000,     38.9728,     38.8838,     38.4216,     37.3296,     35.8567,     34.2680,     33.2932,     39.0959,     39.1306,     39.1942,     39.5970,     39.9405,     40.1315,     40.1657,     40.2662,     40.5624,     42.3044,     42.2983,     42.3187,     42.3438,     42.3838,     42.4354,     42.4812,     42.4919,     42.5011,     49.0555,     46.5835,     42.5661,     42.5847,     42.6009,     42.6454,     42.7240,     43.0205,     43.4462,     43.8176,     44.5528,     44.9094,     45.2989,     45.7056,     46.0496,     46.2265,     46.2730,     49.0749,     49.1225,     49.1958,     49.4136,     50.3812,     42.6460,     42.6482,     42.6505,     43.1942,     43.1949,     44.1453
      98,          1.616667,     38.9699,     38.8807,     38.4179,     37.3274,     35.8546,     34.2664,     33.2909,     39.0933,     39.1281,     39.1918,     39.5944,     39.9377,     40.1285,     40.1626,     40.2630,     40.5591,     42.2663,     42.2600,     42.2822,     42.3097,     42.3533,     42.4081,     42.4558,     42.4657,     42.4741,     48.9541,     46.5692,     42.5428,     42.5619,     42.5787,     42.6247,     42.7053,     43.0074,     43.4373,     43.8102,     44.5469,     44.9045,     45.2946,     45.6966,     46.0372,     46.2126,     46.2592,     48.9766,     49.0310,     49.1089,     49.3412,     50.3416,     42.6256,     42.6280,     42.6305,     43.1860,     43.1866,     44.1409
      99,          1.633333,     38.9668,     38.8775,     38.4138,     37.3250,     35.8523,     34.2643,     33.2886,     39.0907,     39.1255,     39.1892,     39.5917,     39.9347,     40.1253,     40.1593,     40.2595,     40.5556,     42.2259,     42.2193,     42.2431,     42.2736,     42.3212,     42.3802,     42.4296,     42.4398,     42.4487,     48.8455,     46.5535,     42.5188,     42.5382,     42.5554,     42.6024,     42.6850,     42.9934,     43.4276,     43.8022,     44.5403,     44.8990,     45.2897,     45.6867,     46.0235,     46.1974,     46.2439,     48.8721,     48.9350,     49.0183,     49.2641,     50.3022,     42.6031,     42.6051,     42.6074,     43.1789,     43.1795,     44.1361
     100,          1.650000,     38.9634,     38.8739,     38.4095,     37.3224,     35.8497,     34.2620,     33.2863,     39.0877,     39.1226,     39.1863,     39.5887,     39.9315,     40.1218,     40.1558,     40.2558,     40.5519,     42.1831,     42.1760,     42.2019,     42.2364,     42.2887,     42.3519,     42.4037,     42.4140,     42.4234,     48.7300,     46.5363,     42.4956,     42.5149,     42.5325,     42.5806,     42.6649,     42.9792,     43.4174,     43.7933,     44.5330,     44.8928,     45.2842,     45.6757,     46.0083,     46.1807,     46.2272,     48.7620,     48.8341,     48.9243,     49.1859,     50.2635,     42.5815,     42.5836,     42.5859,     43.1724,     43.1729,     44.1312
     101,          1.666667,     38.9599,     38.8701,     38.4049,     37.3199,     35.8467,     34.2595,     33.2840,     39.0845,     39.1195,     39.1833,     39.5855,     39.9280,     40.1181,     40.1520,     40.2519,     40.5479,     42.1377,     42.1303,     42.1581,     42.1965,     42.2544,     42.3227,     42.3769,     42.3872,     42.3962,     48.6079,     46.5175,     42.4714,     42.4912,     42.5091,     42.5583,     42.6446,     42.9645,     43.4071,     43.7839,     44.5248,     44.8859,     45.2782,     45.6636,     45.9918,     46.1625,     46.2090,     48.6470,     48.7283,     48.8261,     49.1060,     50.2258,     42.5592,     42.5608,     42.5631,     43.1662,     43.1667,     44.1261
     102,          1.683333,     38.9559,     38.8660,     38.3999,     37.3169,     35.8438,     34.2565,     33.2801,     39.0811,     39.1161,     39.1800,     39.5820,     39.9243,     40.1141,     40.1479,     40.2476,     40.5436,     42.0894,     42.0814,     42.1120,     42.1553,     42.2194,     42.2932,     42.3495,     42.3608,     42.3705,     48.4772,     46.4968,     42.4467,     42.4668,     42.4854,     42.5359,     42.6236,     42.9496,     43.3962,     43.7736,     44.5158,     44.8781,     45.2716,     45.6504,     45.9737,     46.1424,     46.1889,     48.5259,     48.6187,     48.7247,     49.0231,     50.1825,     42.5363,     42.5383,     42.5406,     43.1598,     43.1604,     44.1198
     103,          1.700000,     38.9517,     38.8616,     38.3945,     37.3138,     35.8406,     34.2536,     33.2759,     39.0775,     39.1125,     39.1765,     39.5783,     39.9202,     40.1097,     40.1435,     40.2430,     40.5389,     42.0374,     42.0289,     42.0628,     42.1122,     42.1837,     42.2635,     42.3221,     42.3336,     42.3434,     48.3328,     46.4731,     42.4220,     42.4427,     42.4613,     42.5130,     42.6029,     42.9342,     43.3844,     43.7624,     44.5057,     44.8694,     45.2642,     45.6357,     45.9533,     46.1198,     46.1663,     48.3960,     48.5024,     48.6176,     48.9354,     50.1342,     42.5138,     42.5160,     42.5185,     43.1528,     43.1533,     44.1125
     104,          1.716667,     38.9473,     38.8568,     38.3888,     37.3104,     35.8372,     34.2503,     33.2717,     39.0736,     39.1087,     39.1728,     39.5743,     39.9159,     40.1050,     40.1387,     40.2379,     40.5338,     41.9818,     41.9726,     42.0106,     42.0669,     42.1465,     42.2327,     42.2940,     42.3053,     42.3148,     48.1709,     46.4455,     42.3968,     42.4171,     42.4363,     42.4894,     42.5811,     42.9182,     43.3716,     43.7506,     44.4943,     44.8596,     45.2557,     45.6185,     45.9297,     46.0934,     46.1400,     48.2515,     48.3785,     48.5041,     48.8448,     50.0860,     42.4903,     42.4923,     42.4946,     43.1453,     43.1457,     44.1049
     105,          1.733333,     38.9424,     38.8517,     38.3826,     37.3068,     35.8334,     34.2468,     33.2675,     39.0694,     39.1046,     39.1686,     39.5699,     39.9111,     40.0999,     40.1334,     40.2324,     40.5282,     41.9215,     41.9115,     41.9544,     42.0191,     42.1081,     42.2015,     42.2652,     42.2773,     42.2874,     47.9864,     46.4126,     42.3708,     42.3913,     42.4110,     42.4652,     42.5585,     42.9011,     43.3571,     43.7370,     44.4813,     44.8481,     45.2456,     45.5982,     45.9018,     46.0624,     46.1089,     48.0995,     48.2462,     48.3860,     48.7518,     50.0385,     42.4661,     42.4681,     42.4703,     43.1374,     43.1378,     44.0972
     106,          1.750000,     38.9371,     38.8460,     38.3759,     37.3030,     35.8293,     34.2431,     33.2633,     39.0648,     39.1001,     39.1642,     39.5652,     39.9059,     40.0942,     40.1277,     40.2264,     40.5221,     41.8559,     41.8448,     41.8940,     41.9686,     42.0683,     42.1695,     42.2355,     42.2483,     42.2582,     47.7710,     46.3720,     42.3433,     42.3646,     42.3845,     42.4399,     42.5349,     42.8824,     43.3403,     43.7210,     44.4662,     44.8345,     45.2334,     45.5737,     45.8681,     46.0248,     46.0712,     47.9321,     48.1067,     48.2623,     48.6576,     49.9913,     42.4408,     42.4428,     42.4450,     43.1290,     43.1294,     44.0892
     107,          1.766667,     38.9313,     38.8399,     38.3686,     37.2988,     35.8251,     34.2390,     33.2575,     39.0598,     39.0951,     39.1593,     39.5599,     39.9001,     40.0880,     40.1213,     40.2197,     40.5152,     41.7837,     41.7712,     41.8285,     41.9148,     42.0266,     42.1362,     42.2050,     42.2177,     42.2282,     47.4978,     46.3168,     42.3152,     42.3368,     42.3569,     42.4134,     42.5098,     42.8616,     43.3209,     43.7017,     44.4475,     44.8174,     45.2178,     45.5422,     45.8243,     45.9753,     46.0214,     47.7403,     47.9577,     48.1353,     48.5686,     49.9683,     42.4142,     42.4164,     42.4188,     43.1212,     43.1216,     44.0848
     108,          1.783333,     38.9250,     38.8332,     38.3608,     37.2943,     35.8204,     34.2347,     33.2518,     39.0544,     39.0898,     39.1541,     39.5541,     39.8938,     40.0810,     40.1141,     40.2120,     40.5072,     41.7019,     41.6854,     41.7561,     41.8589,     41.9835,     42.1017,     42.1730,     42.1863,     42.1953,     47.2122,     46.2477,     42.2854,     42.3070,     42.3275,     42.3851,     42.4826,     42.8376,     43.2978,     43.6775,     44.4224,     44.7941,     45.1960,     45.4997,     45.7661,     45.9102,     45.9566,     47.5645,     47.8117,     48.0107,     48.4917,     49.9567,     42.3861,     42.3884,     42.3908,     43.1149,     43.1152,     44.0816
     109,          1.800000,     38.9181,     38.8258,     38.3523,     37.2894,     35.8154,     34.2301,     33.2460,     39.0484,     39.0838,     39.1482,     39.5475,     39.8864,     40.0730,     40.1059,     40.2034,     40.4984,     41.6125,     41.5963,     41.6785,     41.7950,     41.9371,     42.0651,     42.1385,     42.1514,     42.1615,     46.9665,     46.1737,     42.2530,     42.2746,     42.2954,     42.3540,     42.4517,     42.8087,     43.2683,     43.6470,     44.3888,     44.7641,     45.1690,     45.4504,     45.7002,     45.8371,     45.8848,     47.4194,     47.6924,     47.9058,     48.4238,     49.9460,     42.3550,     42.3574,     42.3601,     43.1095,     43.1098,     44.0783
     110,          1.816667,     38.9101,     38.8173,     38.3428,     37.2841,     35.8100,     34.2250,     33.2402,     39.0416,     39.0771,     39.1414,     39.5400,     39.8779,     40.0636,     40.0963,     40.1932,     40.4877,     41.5109,     41.4913,     41.5932,     41.7286,     41.8873,     42.0260,     42.1012,     42.1144,     42.1245,     46.7815,     46.0978,     42.2175,     42.2392,     42.2600,     42.3197,     42.4175,     42.7754,     43.2341,     43.6116,     44.3524,     44.7297,     45.1393,     45.3997,     45.6331,     45.7627,     45.8123,     47.3036,     47.5946,     47.8191,     48.3677,     49.9344,     42.3208,     42.3235,     42.3264,     43.1048,     43.1051,     44.0751
     111,          1.833333,     38.9011,     38.8078,     38.3321,     37.2781,     35.8041,     34.2196,     33.2340,     39.0338,     39.0693,     39.1337,     39.5312,     39.8682,     40.0529,     40.0853,     40.1816,     40.4755,     41.3940,     41.3704,     41.4992,     41.6585,     41.8339,     41.9839,     42.0616,     42.0745,     42.0845,     46.6725,     46.0297,     42.1797,     42.2012,     42.2223,     42.2830,     42.3811,     42.7407,     43.1990,     43.5736,     44.3132,     44.6929,     45.1071,     45.3477,     45.5660,     45.6895,     45.7428,     47.2218,     47.5192,     47.7497,     48.3208,     49.9218,     42.2843,     42.2870,     42.2901,     43.1004,     43.1008,     44.0718
     112,          1.850000,     38.8909,     38.7969,     38.3201,     37.2713,     35.7974,     34.2137,     33.2262,     39.0249,     39.0605,     39.1248,     39.5211,     39.8567,     40.0402,     40.0722,     40.1676,     40.4606,     41.2578,     41.2276,     41.3952,     41.5830,     41.7769,     41.9387,     42.0180,     42.0314,     42.0412,     46.5940,     45.9763,     42.1388,     42.1607,     42.1820,     42.2440,     42.3429,     42.7050,     43.1632,     43.5353,     44.2728,     44.6557,     45.0763,     45.3023,     45.5099,     45.6290,     45.6874,     47.1611,     47.4624,     47.6963,     48.2829,     49.9123,     42.2452,     42.2484,     42.2519,     43.0965,     43.0968,     44.0692
     113,          1.866667,     38.8788,     38.7842,     38.3064,     37.2637,     35.7901,     34.2071,     33.2184,     39.0144,     39.0500,     39.1142,     39.5088,     39.8426,     40.0245,     40.0561,     40.1503,     40.4418,     41.0933,     41.0524,     41.2792,     41.5021,     41.7176,     41.8926,     41.9731,     41.9866,     41.9960,     46.5365,     45.9359,     42.0962,     42.1182,     42.1399,     42.2034,     42.3035,     42.6700,     43.1294,     43.5007,     44.2376,     44.6231,     45.0500,     45.2644,     45.4643,     45.5804,     45.6447,     47.1142,     47.4184,     47.6551,     48.2529,     49.9024,     42.2047,     42.2079,     42.2117,     43.0930,     43.0933,     44.0668
     114,          1.883333,     38.8643,     38.7689,     38.2905,     37.2550,     35.7818,     34.1998,     33.2105,     39.0016,     39.0373,     39.1013,     39.4935,     39.8249,     40.0046,     40.0356,     40.1281,     40.4172,     40.8951,     40.8366,     41.1505,     41.4145,     41.6530,     41.8400,     41.9258,     41.9395,     41.9491,     46.4916,     45.9047,     42.0530,     42.0754,     42.0977,     42.1636,     42.2660,     42.6390,     43.1013,     43.4726,     44.2082,     44.5966,     45.0283,     45.2339,     45.4281,     45.5418,     45.6123,     47.0779,     47.3837,     47.6220,     48.2277,     49.8911,     42.1648,     42.1682,     42.1724,     43.0896,     43.0899,     44.0643
